Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2694,CA-2016-145672,01/10/2016,01/16/2016,First Class,CG-44503,Customer 2694,Corporate,United States,City 2694,Oregon,96391,West,TEC-6111-78,Technology,Accessories,Product 2694,283.53,3,0.2,87.96
2695,CA-2016-941761,01/17/2016,01/21/2016,Standard Class,CG-41084,Customer 2695,Corporate,United States,City 2695,Arizona,15959,West,TEC-7645-19,Technology,Accessories,Product 2695,1202.93,3,0.0,399.0
2696,CA-2014-631188,08/28/2014,09/05/2014,Standard Class,CG-74463,Customer 2696,Home Office,United States,City 2696,California,14688,West,TEC-7128-63,Office Supplies,Envelopes,Product 2696,304.14,8,0.0,60.96
2697,CA-2016-320091,02/27/2017,03/05/2017,Standard Class,CG-90284,Customer 2697,Corporate,United States,City 2697,New Jersey,83903,East,TEC-8188-48,Office Supplies,Envelopes,Product 2697,257.01,10,0.2,39.55
2698,CA-2015-525780,12/23/2016,12/29/2016,Second Class,CG-92531,Customer 2698,Corporate,United States,City 2698,California,60898,West,TEC-1015-83,Office Supplies,Envelopes,Product 2698,108.21,14,0.5,-6.64
2699,CA-2016-640880,10/13/2017,10/17/2017,Standard Class,CG-88021,Customer 2699,Consumer,United States,City 2699,Indiana,90209,Central,TEC-1637-92,Office Supplies,Envelopes,Product 2699,404.62,1,0.0,98.37
2700,CA-2014-702043,03/27/2016,03/31/2016,Standard Class,CG-23767,Customer 2700,Consumer,United States,City 2700,Mississippi,14874,South,TEC-8038-82,Office Supplies,Binders,Product 2700,148.29,1,0.0,4.19
2701,CA-2015-973840,08/21/2016,08/29/2016,Standard Class,CG-16476,Customer 2701,Corporate,United States,City 2701,Nevada,30184,West,TEC-9971-60,Office Supplies,Appliances,Product 2701,382.08,13,0.4,74.13
2702,CA-2016-445909,08/13/2014,08/17/2014,Second Class,CG-49052,Customer 2702,Corporate,United States,City 2702,New Jersey,27874,East,TEC-3386-43,Furniture,Furnishings,Product 2702,1376.78,13,0.0,80.51
2703,CA-2015-671026,05/04/2017,05/08/2017,Second Class,CG-96414,Customer 2703,Consumer,United States,City 2703,Michigan,98091,Central,TEC-3639-43,Furniture,Chairs,Product 2703,1167.78,1,0.0,77.38
2704,CA-2017-530801,09/20/2017,09/24/2017,First Class,CG-34090,Customer 2704,Home Office,United States,City 2704,Idaho,87121,West,TEC-5598-99,Office Supplies,Art,Product 2704,171.15,13,0.0,20.35
2705,CA-2015-494226,12/01/2016,12/05/2016,Second Class,CG-19059,Customer 2705,Home Office,United States,City 2705,Alabama,46055,South,TEC-1056-80,Office Supplies,Labels,Product 2705,449.63,10,0.5,11.74
2706,CA-2014-856359,01/25/2015,01/27/2015,Standard Class,CG-53825,Customer 2706,Corporate,United States,City 2706,Florida,65453,South,TEC-8698-30,Technology,Phones,Product 2706,2328.23,7,0.0,442.78
2707,CA-2017-304978,05/15/2016,05/17/2016,Standard Class,CG-81288,Customer 2707,Consumer,United States,City 2707,Delaware,33896,East,TEC-5927-34,Furniture,Furnishings,Product 2707,1223.13,11,0.2,231.89
2708,CA-2014-306410,10/28/2016,11/01/2016,Standard Class,CG-75549,Customer 2708,Consumer,United States,City 2708,Missouri,52655,Central,TEC-3893-30,Furniture,Furnishings,Product 2708,1487.67,9,0.5,-126.49
2709,CA-2014-391399,03/24/2015,03/28/2015,Standard Class,CG-49229,Customer 2709,Home Office,United States,City 2709,Utah,19754,West,TEC-3814-49,Furniture,Storage,Product 2709,883.93,12,0.0,319.93
2710,CA-2015-831213,11/27/2015,12/05/2015,Standard Class,CG-94425,Customer 2710,Corporate,United States,City 2710,Rhode Island,55673,East,TEC-1566-45,Furniture,Tables,Product 2710,1022.77,9,0.32,106.96
2711,CA-2015-317288,05/01/2016,05/09/2016,Standard Class,CG-78457,Customer 2711,Corporate,United States,City 2711,New Jersey,68561,East,TEC-9330-92,Technology,Copiers,Product 2711,2311.7,14,0.0,692.67
2712,CA-2016-162071,04/09/2017,04/13/2017,Second Class,CG-76685,Customer 2712,Consumer,United States,City 2712,Idaho,34271,West,TEC-6658-71,Furniture,Tables,Product 2712,881.58,12,0.0,187.01
2713,CA-2016-512945,09/24/2014,09/28/2014,Standard Class,CG-99295,Customer 2713,Consumer,United States,City 2713,New York,69819,East,TEC-5671-69,Furniture,Storage,Product 2713,1314.75,2,0.2,295.72
2714,CA-2017-699131,07/16/2017,07/22/2017,Standard Class,CG-27875,Customer 2714,Home Office,United States,City 2714,Rhode Island,97107,East,TEC-3283-68,Furniture,Tables,Product 2714,569.1,11,0.0,92.68
2715,CA-2016-472335,09/16/2017,09/18/2017,Second Class,CG-63802,Customer 2715,Home Office,United States,City 2715,Connecticut,33323,East,TEC-5968-19,Furniture,Tables,Product 2715,418.35,11,0.0,41.51
2716,CA-2014-360419,10/22/2014,10/28/2014,First Class,CG-36264,Customer 2716,Home Office,United States,City 2716,Kentucky,65614,South,TEC-5368-31,Office Supplies,Labels,Product 2716,414.57,1,0.32,30.45
2717,CA-2014-409258,08/17/2015,08/25/2015,Standard Class,CG-38921,Customer 2717,Consumer,United States,City 2717,Michigan,49109,Central,TEC-1961-99,Technology,Accessories,Product 2717,713.1,12,0.32,-29.3
2718,CA-2017-659411,09/27/2017,10/05/2017,First Class,CG-42434,Customer 2718,Consumer,United States,City 2718,Vermont,95269,East,TEC-1494-89,Furniture,Tables,Product 2718,1075.55,4,0.4,-121.83
2719,CA-2014-555989,01/20/2016,01/24/2016,Second Class,CG-67451,Customer 2719,Consumer,United States,City 2719,Arizona,95266,West,TEC-7247-47,Furniture,Tables,Product 2719,1163.86,5,0.2,158.52
2720,CA-2014-241774,08/03/2015,08/07/2015,Second Class,CG-48577,Customer 2720,Home Office,United States,City 2720,Virginia,48011,South,TEC-9580-11,Furniture,Storage,Product 2720,706.5,2,0.32,109.31
2721,CA-2014-966780,02/03/2016,02/07/2016,Standard Class,CG-17162,Customer 2721,Home Office,United States,City 2721,Ohio,96232,Central,TEC-2011-66,Furniture,Bookcases,Product 2721,481.86,10,0.32,-43.65
2722,CA-2016-189756,12/16/2014,12/22/2014,Standard Class,CG-27051,Customer 2722,Consumer,United States,City 2722,Oregon,19619,West,TEC-1966-68,Technology,Accessories,Product 2722,1522.33,1,0.32,52.71
2723,CA-2016-140786,03/26/2014,04/01/2014,Standard Class,CG-60729,Customer 2723,Corporate,United States,City 2723,Michigan,64429,Central,TEC-1252-65,Furniture,Bookcases,Product 2723,43.72,2,0.0,7.26
2724,CA-2016-854321,07/02/2016,07/10/2016,Standard Class,CG-27247,Customer 2724,Corporate,United States,City 2724,Illinois,70009,Central,TEC-8768-16,Office Supplies,Art,Product 2724,176.05,2,0.0,3.96
2725,CA-2017-987168,11/06/2017,11/10/2017,Standard Class,CG-22611,Customer 2725,Consumer,United States,City 2725,Michigan,43562,Central,TEC-4404-57,Technology,Copiers,Product 2725,870.64,2,0.0,215.78
2726,CA-2015-433024,06/18/2017,06/22/2017,First Class,CG-55581,Customer 2726,Home Office,United States,City 2726,California,38240,West,TEC-2990-99,Office Supplies,Art,Product 2726,481.93,1,0.2,176.92
2727,CA-2015-415245,03/17/2014,03/23/2014,Standard Class,CG-12621,Customer 2727,Consumer,United States,City 2727,Georgia,81932,South,TEC-9479-65,Furniture,Chairs,Product 2727,503.2,1,0.2,167.21
2728,CA-2015-920132,03/14/2014,03/20/2014,First Class,CG-19748,Customer 2728,Consumer,United States,City 2728,Mississippi,87435,South,TEC-2611-44,Furniture,Tables,Product 2728,629.04,2,0.32,128.36
2729,CA-2017-999280,05/03/2014,05/05/2014,Standard Class,CG-50095,Customer 2729,Home Office,United States,City 2729,Arizona,20077,West,TEC-6495-85,Technology,Copiers,Product 2729,1988.77,3,0.32,354.93
2730,CA-2015-658415,06/13/2015,06/19/2015,Second Class,CG-66818,Customer 2730,Corporate,United States,City 2730,Indiana,91967,Central,TEC-7450-65,Technology,Accessories,Product 2730,2061.03,3,0.0,251.13
2731,CA-2014-871676,07/27/2015,08/02/2015,Standard Class,CG-65845,Customer 2731,Consumer,United States,City 2731,California,74581,West,TEC-8712-73,Office Supplies,Art,Product 2731,366.15,12,0.5,-47.78
2732,CA-2015-763804,06/20/2017,06/26/2017,Standard Class,CG-56990,Customer 2732,Consumer,United States,City 2732,Kentucky,20912,South,TEC-4587-34,Office Supplies,Art,Product 2732,257.79,3,0.0,21.44
2733,CA-2015-116936,07/20/2014,07/28/2014,Standard Class,CG-20793,Customer 2733,Home Office,United States,City 2733,Mississippi,68487,South,TEC-3474-85,Furniture,Bookcases,Product 2733,395.95,7,0.0,113.72
2734,CA-2014-992187,10/31/2015,11/06/2015,First Class,CG-12608,Customer 2734,Consumer,United States,City 2734,Delaware,82703,East,TEC-5437-10,Technology,Copiers,Product 2734,1427.52,14,0.0,333.55
2735,CA-2015-329159,10/13/2017,10/17/2017,First Class,CG-86443,Customer 2735,Corporate,United States,City 2735,Idaho,88057,West,TEC-6676-15,Furniture,Storage,Product 2735,348.04,7,0.0,61.74
2736,CA-2014-811748,03/14/2016,03/18/2016,Standard Class,CG-89746,Customer 2736,Home Office,United States,City 2736,Kentucky,16992,South,TEC-9984-37,Office Supplies,Labels,Product 2736,14.8,11,0.0,14.16
2737,CA-2014-713457,04/01/2014,04/07/2014,First Class,CG-85223,Customer 2737,Home Office,United States,City 2737,Connecticut,47739,East,TEC-2106-26,Furniture,Furnishings,Product 2737,546.68,6,0.6,40.81
2738,CA-2017-196691,06/22/2015,06/26/2015,Second Class,CG-86187,Customer 2738,Consumer,United States,City 2738,Utah,25421,West,TEC-9269-24,Furniture,Tables,Product 2738,906.45,13,0.7,-60.91
2739,CA-2014-224675,09/30/2015,10/06/2015,Standard Class,CG-72683,Customer 2739,Home Office,United States,City 2739,Delaware,67076,East,TEC-8190-52,Office Supplies,Paper,Product 2739,71.3,2,0.0,22.88
2740,CA-2015-285978,02/02/2016,02/04/2016,Second Class,CG-91368,Customer 2740,Corporate,United States,City 2740,Oregon,52237,West,TEC-1859-78,Furniture,Storage,Product 2740,322.64,14,0.0,89.54
2741,CA-2017-485061,05/25/2015,06/02/2015,Standard Class,CG-36657,Customer 2741,Consumer,United States,City 2741,Florida,52598,South,TEC-2228-50,Furniture,Furnishings,Product 2741,758.68,9,0.0,246.77
2742,CA-2014-317567,05/26/2015,05/30/2015,Standard Class,CG-74563,Customer 2742,Consumer,United States,City 2742,Tennessee,80750,South,TEC-2458-10,Furniture,Furnishings,Product 2742,791.64,3,0.0,179.68
2743,CA-2017-464376,08/27/2014,08/29/2014,Standard Class,CG-74102,Customer 2743,Consumer,United States,City 2743,New York,78191,East,TEC-9761-55,Technology,Accessories,Product 2743,287.25,13,0.0,70.41
2744,CA-2016-881038,08/24/2014,09/01/2014,First Class,CG-98000,Customer 2744,Corporate,United States,City 2744,Georgia,62256,South,TEC-2227-65,Technology,Phones,Product 2744,688.79,5,0.6,-132.02
2745,CA-2015-859347,08/19/2017,08/23/2017,Standard Class,CG-60012,Customer 2745,Consumer,United States,City 2745,Vermont,12534,East,TEC-3950-76,Technology,Copiers,Product 2745,95.7,5,0.4,30.06
2746,CA-2017-362327,08/25/2017,08/29/2017,Standard Class,CG-91888,Customer 2746,Home Office,United States,City 2746,South Carolina,85515,South,TEC-4558-34,Technology,Machines,Product 2746,273.0,9,0.2,45.31
2747,CA-2016-418411,10/03/2017,10/09/2017,Standard Class,CG-43425,Customer 2747,Consumer,United States,City 2747,Wisconsin,39342,Central,TEC-4679-95,Furniture,Furnishings,Product 2747,289.05,9,0.0,36.06
2748,CA-2016-564296,10/18/2017,10/24/2017,Same Day,CG-61425,Customer 2748,Home Office,United States,City 2748,Delaware,38322,East,TEC-2715-77,Technology,Phones,Product 2748,201.75,6,0.0,33.09
2749,CA-2015-409752,03/25/2015,03/31/2015,Standard Class,CG-62362,Customer 2749,Consumer,United States,City 2749,Rhode Island,96309,East,TEC-2284-50,Furniture,Bookcases,Product 2749,902.65,11,0.0,292.5
2750,CA-2017-432757,05/25/2014,05/31/2014,Second Class,CG-76279,Customer 2750,Corporate,United States,City 2750,Pennsylvania,91486,East,TEC-8303-74,Office Supplies,Supplies,Product 2750,411.2,10,0.0,26.62
2751,CA-2014-758457,10/21/2017,10/25/2017,Standard Class,CG-96380,Customer 2751,Corporate,United States,City 2751,Ohio,49393,Central,TEC-5826-90,Technology,Machines,Product 2751,370.45,10,0.0,99.45
2752,CA-2014-648588,11/23/2015,11/25/2015,Standard Class,CG-25702,Customer 2752,Consumer,United States,City 2752,Rhode Island,43750,East,TEC-5820-87,Technology,Copiers,Product 2752,2267.65,12,0.0,799.74
2753,CA-2015-123235,12/25/2016,12/29/2016,Same Day,CG-72832,Customer 2753,Corporate,United States,City 2753,Arizona,12183,West,TEC-8639-86,Technology,Copiers,Product 2753,499.11,9,0.32,-22.48
2754,CA-2015-350345,08/04/2014,08/10/2014,Standard Class,CG-46326,Customer 2754,Home Office,United States,City 2754,Iowa,51777,Central,TEC-2154-32,Technology,Copiers,Product 2754,106.04,6,0.0,33.4
2755,CA-2016-251734,05/28/2017,06/03/2017,Standard Class,CG-55882,Customer 2755,Home Office,United States,City 2755,Wisconsin,13098,Central,TEC-8501-49,Office Supplies,Art,Product 2755,390.48,9,0.2,54.83
2756,CA-2017-449115,04/03/2015,04/09/2015,First Class,CG-53784,Customer 2756,Corporate,United States,City 2756,New York,10077,East,TEC-1566-51,Furniture,Furnishings,Product 2756,117.57,12,0.4,-0.19
2757,CA-2016-289544,01/27/2015,02/04/2015,Standard Class,CG-43187,Customer 2757,Home Office,United States,City 2757,Minnesota,71835,Central,TEC-5601-20,Technology,Copiers,Product 2757,588.87,14,0.0,63.39
2758,CA-2015-833428,01/02/2016,01/08/2016,Second Class,CG-44658,Customer 2758,Consumer,United States,City 2758,Utah,95536,West,TEC-4966-63,Technology,Accessories,Product 2758,1120.0,12,0.0,163.72
2759,CA-2016-510009,09/12/2015,09/18/2015,Standard Class,CG-13864,Customer 2759,Home Office,United States,City 2759,New Mexico,20490,West,TEC-9070-95,Technology,Accessories,Product 2759,936.13,8,0.0,59.18
2760,CA-2016-729680,06/09/2015,06/15/2015,First Class,CG-95822,Customer 2760,Consumer,United States,City 2760,Tennessee,65919,South,TEC-3071-67,Furniture,Bookcases,Product 2760,894.61,6,0.0,169.9
2761,CA-2016-220040,12/03/2016,12/07/2016,Standard Class,CG-35331,Customer 2761,Corporate,United States,City 2761,Kentucky,69206,South,TEC-5465-94,Office Supplies,Fasteners,Product 2761,71.36,5,0.6,-18.62
2762,CA-2016-898640,01/16/2014,01/22/2014,Standard Class,CG-43006,Customer 2762,Corporate,United States,City 2762,Delaware,54703,East,TEC-5234-11,Office Supplies,Fasteners,Product 2762,115.26,11,0.0,5.43
2763,CA-2014-997620,04/27/2015,05/03/2015,Standard Class,CG-85809,Customer 2763,Home Office,United States,City 2763,Rhode Island,44342,East,TEC-8176-14,Office Supplies,Envelopes,Product 2763,122.25,11,0.0,27.8
2764,CA-2014-171368,11/13/2015,11/17/2015,First Class,CG-83688,Customer 2764,Home Office,United States,City 2764,Minnesota,95860,Central,TEC-8675-59,Office Supplies,Envelopes,Product 2764,350.66,10,0.32,67.52
2765,CA-2016-906680,11/18/2017,11/26/2017,Standard Class,CG-77856,Customer 2765,Consumer,United States,City 2765,Vermont,40585,East,TEC-5446-93,Furniture,Tables,Product 2765,516.81,12,0.0,158.85
2766,CA-2015-942137,08/23/2017,08/29/2017,Second Class,CG-46739,Customer 2766,Home Office,United States,City 2766,New York,17955,East,TEC-3553-88,Furniture,Furnishings,Product 2766,715.24,12,0.0,94.79
2767,CA-2014-665458,06/18/2015,06/26/2015,Standard Class,CG-69163,Customer 2767,Home Office,United States,City 2767,Oregon,62504,West,TEC-4266-42,Technology,Copiers,Product 2767,1771.39,11,0.2,602.97
2768,CA-2016-526389,09/09/2017,09/13/2017,Standard Class,CG-26068,Customer 2768,Consumer,United States,City 2768,Maryland,62909,East,TEC-3569-18,Office Supplies,Supplies,Product 2768,225.49,8,0.0,65.66
2769,CA-2014-517125,09/30/2016,10/04/2016,Standard Class,CG-65726,Customer 2769,Home Office,United States,City 2769,Georgia,64447,South,TEC-2970-64,Furniture,Furnishings,Product 2769,122.69,1,0.32,42.78
2770,CA-2015-232077,12/16/2014,12/20/2014,First Class,CG-43768,Customer 2770,Corporate,United States,City 2770,Mississippi,74755,South,TEC-7632-93,Technology,Copiers,Product 2770,1013.55,12,0.0,85.31
2771,CA-2017-662851,02/06/2017,02/12/2017,Standard Class,CG-58575,Customer 2771,Corporate,United States,City 2771,New Mexico,32615,West,TEC-4150-50,Furniture,Storage,Product 2771,423.48,11,0.2,65.28
2772,CA-2016-601567,11/08/2014,11/14/2014,Second Class,CG-22567,Customer 2772,Corporate,United States,City 2772,California,18584,West,TEC-6666-50,Technology,Accessories,Product 2772,595.63,8,0.0,75.88
2773,CA-2017-578371,11/28/2016,12/06/2016,Standard Class,CG-71886,Customer 2773,Home Office,United States,City 2773,Pennsylvania,95611,East,TEC-8003-95,Technology,Phones,Product 2773,1139.31,13,0.2,70.54
2774,CA-2014-996794,05/27/2017,05/31/2017,Standard Class,CG-39216,Customer 2774,Corporate,United States,City 2774,Nevada,57284,West,TEC-5011-41,Furniture,Storage,Product 2774,843.7,4,0.0,111.05
2775,CA-2016-707465,11/25/2017,12/03/2017,Standard Class,CG-87170,Customer 2775,Consumer,United States,City 2775,Pennsylvania,97625,East,TEC-6868-83,Furniture,Bookcases,Product 2775,470.87,7,0.0,136.04
2776,CA-2014-378662,07/10/2016,07/16/2016,Standard Class,CG-38364,Customer 2776,Consumer,United States,City 2776,Pennsylvania,53222,East,TEC-6023-57,Technology,Copiers,Product 2776,1355.5,12,0.0,279.65
2777,CA-2016-707700,03/08/2016,03/16/2016,Standard Class,CG-76552,Customer 2777,Corporate,United States,City 2777,Delaware,25345,East,TEC-1497-94,Office Supplies,Appliances,Product 2777,121.46,11,0.5,-0.51
2778,CA-2016-253953,04/08/2016,04/16/2016,Standard Class,CG-90739,Customer 2778,Consumer,United States,City 2778,Massachusetts,89932,East,TEC-3296-19,Office Supplies,Supplies,Product 2778,318.71,7,0.4,30.92
2779,CA-2015-162656,07/05/2014,07/11/2014,Second Class,CG-85477,Customer 2779,Consumer,United States,City 2779,Maryland,85895,East,TEC-4392-74,Office Supplies,Paper,Product 2779,396.85,6,0.0,90.85
2780,CA-2014-209947,09/12/2016,09/16/2016,Standard Class,CG-58376,Customer 2780,Consumer,United States,City 2780,Washington,10339,West,TEC-7021-89,Furniture,Bookcases,Product 2780,1093.24,10,0.2,260.18
2781,CA-2014-425434,12/19/2015,12/27/2015,Same Day,CG-14037,Customer 2781,Home Office,United States,City 2781,Alabama,10804,South,TEC-6353-97,Furniture,Storage,Product 2781,119.54,11,0.7,8.9
2782,CA-2014-475103,11/30/2017,12/04/2017,Second Class,CG-74697,Customer 2782,Home Office,United States,City 2782,Louisiana,44340,South,TEC-4211-33,Furniture,Bookcases,Product 2782,204.2,14,0.6,-36.25
2783,CA-2017-724149,07/31/2014,08/06/2014,Standard Class,CG-24124,Customer 2783,Home Office,United States,City 2783,Washington,88161,West,TEC-7208-89,Office Supplies,Paper,Product 2783,317.52,11,0.2,11.54
2784,CA-2016-701825,09/11/2017,09/13/2017,Standard Class,CG-49666,Customer 2784,Consumer,United States,City 2784,Nevada,81046,West,TEC-4342-60,Office Supplies,Paper,Product 2784,211.07,12,0.2,25.33
2785,CA-2017-406173,02/23/2014,03/03/2014,Second Class,CG-37552,Customer 2785,Consumer,United States,City 2785,Washington,89753,West,TEC-5905-56,Office Supplies,Labels,Product 2785,173.46,14,0.32,34.64
2786,CA-2016-311247,07/19/2017,07/27/2017,Standard Class,CG-92668,Customer 2786,Consumer,United States,City 2786,Maryland,13798,East,TEC-6878-38,Technology,Copiers,Product 2786,57.31,10,0.0,13.99
2787,CA-2014-938294,01/04/2015,01/10/2015,Second Class,CG-49378,Customer 2787,Corporate,United States,City 2787,Missouri,88111,Central,TEC-9117-15,Technology,Accessories,Product 2787,2494.01,9,0.32,244.33
2788,CA-2017-893477,06/29/2015,07/05/2015,Standard Class,CG-98108,Customer 2788,Home Office,United States,City 2788,Wisconsin,47907,Central,TEC-2634-20,Office Supplies,Art,Product 2788,367.45,3,0.32,-31.86
2789,CA-2017-621785,08/06/2017,08/12/2017,Standard Class,CG-67751,Customer 2789,Home Office,United States,City 2789,Michigan,13481,Central,TEC-6902-29,Technology,Phones,Product 2789,1307.08,13,0.2,349.91
2790,CA-2015-442425,05/31/2014,06/08/2014,Second Class,CG-80756,Customer 2790,Corporate,United States,City 2790,Iowa,93156,Central,TEC-6315-71,Office Supplies,Labels,Product 2790,98.62,5,0.0,25.21
2791,CA-2017-694407,11/20/2016,11/26/2016,Standard Class,CG-94208,Customer 2791,Consumer,United States,City 2791,Nevada,50091,West,TEC-9509-55,Office Supplies,Labels,Product 2791,107.04,2,0.0,19.25
2792,CA-2016-114950,02/27/2015,03/05/2015,Standard Class,CG-51867,Customer 2792,Home Office,United States,City 2792,Tennessee,17510,South,TEC-2177-80,Technology,Copiers,Product 2792,512.72,1,0.32,19.85
2793,CA-2015-815148,07/28/2014,08/01/2014,Standard Class,CG-35205,Customer 2793,Consumer,United States,City 2793,Georgia,97221,South,TEC-5109-74,Office Supplies,Labels,Product 2793,141.69,14,0.0,22.4
2794,CA-2016-381993,08/03/2014,08/05/2014,First Class,CG-23255,Customer 2794,Corporate,United States,City 2794,Wisconsin,30365,Central,TEC-9881-67,Furniture,Tables,Product 2794,1058.59,7,0.0,317.54
2795,CA-2016-640128,05/08/2014,05/10/2014,Standard Class,CG-40694,Customer 2795,Consumer,United States,City 2795,Idaho,30651,West,TEC-5104-14,Furniture,Chairs,Product 2795,895.56,2,0.0,145.09
2796,CA-2014-836828,05/13/2017,05/19/2017,Standard Class,CG-93507,Customer 2796,Consumer,United States,City 2796,Ohio,17910,Central,TEC-1030-19,Technology,Copiers,Product 2796,1000.62,13,0.0,256.41
2797,CA-2017-357674,05/14/2014,05/18/2014,Standard Class,CG-34478,Customer 2797,Consumer,United States,City 2797,New Jersey,39020,East,TEC-9984-92,Technology,Phones,Product 2797,1470.27,7,0.0,255.61
2798,CA-2014-429024,01/31/2015,02/04/2015,Standard Class,CG-36176,Customer 2798,Corporate,United States,City 2798,Illinois,77167,Central,TEC-1223-53,Office Supplies,Appliances,Product 2798,446.01,3,0.4,-46.57
2799,CA-2017-294012,06/12/2017,06/16/2017,Standard Class,CG-71192,Customer 2799,Corporate,United States,City 2799,Ohio,47577,Central,TEC-3003-16,Technology,Phones,Product 2799,1023.27,6,0.7,-100.94
2800,CA-2015-752952,02/05/2016,02/11/2016,Standard Class,CG-65597,Customer 2800,Corporate,United States,City 2800,Minnesota,43553,Central,TEC-5043-90,Technology,Phones,Product 2800,273.14,5,0.2,84.11
2801,CA-2014-795367,10/15/2015,10/19/2015,Standard Class,CG-31247,Customer 2801,Home Office,United States,City 2801,New Mexico,12949,West,TEC-3538-89,Furniture,Chairs,Product 2801,418.8,9,0.0,88.6
2802,CA-2017-640744,06/07/2014,06/13/2014,Second Class,CG-24577,Customer 2802,Consumer,United States,City 2802,North Carolina,42012,South,TEC-2748-47,Office Supplies,Envelopes,Product 2802,125.77,5,0.0,11.5
2803,CA-2014-218616,01/16/2016,01/24/2016,Standard Class,CG-37647,Customer 2803,Consumer,United States,City 2803,North Carolina,18640,South,TEC-5615-64,Technology,Machines,Product 2803,198.13,3,0.0,-5.58
2804,CA-2015-874882,09/14/2015,09/22/2015,Second Class,CG-27450,Customer 2804,Corporate,United States,City 2804,Pennsylvania,72708,East,TEC-8770-13,Office Supplies,Appliances,Product 2804,253.58,14,0.32,48.45
2805,CA-2015-468613,09/16/2017,09/20/2017,Second Class,CG-62801,Customer 2805,Corporate,United States,City 2805,Oregon,98062,West,TEC-8144-92,Technology,Copiers,Product 2805,1643.73,10,0.2,576.07
2806,CA-2017-299229,09/21/2015,09/23/2015,Standard Class,CG-38543,Customer 2806,Home Office,United States,City 2806,Connecticut,84022,East,TEC-7731-74,Furniture,Storage,Product 2806,456.24,10,0.0,43.68
2807,CA-2014-251030,02/25/2014,03/05/2014,Standard Class,CG-73384,Customer 2807,Corporate,United States,City 2807,Georgia,11077,South,TEC-5619-28,Furniture,Furnishings,Product 2807,100.15,13,0.0,-7.64
2808,CA-2015-217134,09/23/2014,10/01/2014,Second Class,CG-63252,Customer 2808,Consumer,United States,City 2808,Kansas,19750,Central,TEC-8067-61,Technology,Accessories,Product 2808,2278.97,4,0.4,-199.9
2809,CA-2016-171242,06/28/2017,07/06/2017,Standard Class,CG-24410,Customer 2809,Corporate,United States,City 2809,Tennessee,25428,South,TEC-7063-73,Technology,Machines,Product 2809,147.19,2,0.0,63.62
2810,CA-2017-416066,01/23/2017,01/31/2017,Standard Class,CG-27069,Customer 2810,Consumer,United States,City 2810,New Jersey,37556,East,TEC-7606-32,Technology,Phones,Product 2810,838.82,6,0.6,-49.16
2811,CA-2014-474316,09/14/2015,09/18/2015,Standard Class,CG-94690,Customer 2811,Corporate,United States,City 2811,Missouri,70231,Central,TEC-2072-18,Technology,Accessories,Product 2811,738.83,11,0.2,94.75
2812,CA-2015-563009,10/18/2016,10/24/2016,Second Class,CG-89617,Customer 2812,Consumer,United States,City 2812,Indiana,36856,Central,TEC-7652-59,Furniture,Bookcases,Product 2812,1243.19,13,0.2,148.49
2813,CA-2017-851669,05/28/2016,06/05/2016,Standard Class,CG-67741,Customer 2813,Home Office,United States,City 2813,Indiana,94492,Central,TEC-4608-47,Technology,Copiers,Product 2813,342.85,9,0.0,10.87
2814,CA-2014-771704,07/03/2016,07/09/2016,Second Class,CG-77696,Customer 2814,Corporate,United States,City 2814,Kentucky,78154,South,TEC-2713-50,Technology,Machines,Product 2814,1183.89,4,0.32,-0.91
2815,CA-2014-859043,05/02/2016,05/08/2016,Second Class,CG-70330,Customer 2815,Corporate,United States,City 2815,Illinois,88792,Central,TEC-1999-70,Furniture,Tables,Product 2815,1315.49,6,0.0,236.97
2816,CA-2017-280447,06/26/2016,07/02/2016,Same Day,CG-56064,Customer 2816,Consumer,United States,City 2816,Wisconsin,87038,Central,TEC-3873-23,Office Supplies,Appliances,Product 2816,40.26,4,0.0,-2.6
2817,CA-2014-622261,08/02/2017,08/06/2017,Standard Class,CG-71491,Customer 2817,Corporate,United States,City 2817,Missouri,47843,Central,TEC-9712-55,Office Supplies,Binders,Product 2817,186.18,13,0.2,37.36
2818,CA-2014-388568,06/03/2016,06/07/2016,Standard Class,CG-19547,Customer 2818,Consumer,United States,City 2818,Tennessee,10463,South,TEC-7854-47,Furniture,Tables,Product 2818,257.05,12,0.0,12.12
2819,CA-2014-753167,03/17/2017,03/23/2017,Second Class,CG-63896,Customer 2819,Consumer,United States,City 2819,North Carolina,69168,South,TEC-4799-66,Office Supplies,Envelopes,Product 2819,477.21,11,0.0,62.2
2820,CA-2014-492674,12/17/2014,12/21/2014,Second Class,CG-10140,Customer 2820,Consumer,United States,City 2820,Idaho,65375,West,TEC-6691-15,Furniture,Chairs,Product 2820,533.43,12,0.5,31.11
2821,CA-2016-175696,03/25/2016,04/02/2016,Standard Class,CG-23563,Customer 2821,Home Office,United States,City 2821,Georgia,13573,South,TEC-1544-96,Technology,Machines,Product 2821,717.7,6,0.0,124.56
2822,CA-2014-830361,12/18/2014,12/20/2014,Standard Class,CG-71112,Customer 2822,Corporate,United States,City 2822,Kentucky,51294,South,TEC-3041-87,Office Supplies,Labels,Product 2822,395.79,3,0.0,55.39
